,loss_box,loss_cls,rpn_loss_box,rpn_loss_cls,total_loss
0,0.15481515228748322,3.044480323791504,0.04502684623003006,0.7738510370254517,4.0181732177734375
1,0.1982612907886505,2.0422887802124023,0.15199778974056244,0.718103289604187,3.1106512546539307
2,0.2728918194770813,0.9467592239379883,0.10487521439790726,0.710878312587738,2.035404682159424
3,0.20036917924880981,0.38809752464294434,0.3506008982658386,0.7071118354797363,1.646179437637329
4,0.2572678327560425,0.41108644008636475,0.06967833638191223,0.54966139793396,1.287693977355957
5,0.8855686783790588,1.7030901908874512,0.15152239799499512,0.5964374542236328,3.336618661880493
6,0.049230001866817474,0.10759154707193375,0.006970265880227089,0.48638564348220825,0.6501774787902832
7,0.9993548393249512,2.1189143657684326,0.4298812747001648,0.5222691297531128,4.0704193115234375
8,0.463066428899765,1.3521374464035034,0.2027687132358551,0.40783798694610596,2.4258108139038086
9,0.06420925259590149,0.13121049106121063,0.029905421659350395,0.3950062692165375,0.6203314661979675
10,0.33144572377204895,0.6487130522727966,0.015193215571343899,0.40451985597610474,1.399871826171875
11,0.4790469706058502,0.7224282026290894,0.03714960440993309,0.37458115816116333,1.6132057905197144
12,0.1338317096233368,0.29762187600135803,0.07267038524150848,0.47320905327796936,0.9773330092430115
13,0.2358843982219696,0.4325290024280548,0.1733405590057373,0.549895167350769,1.3916491270065308
14,0.10060933232307434,0.1429242640733719,0.25342172384262085,0.7706236839294434,1.2675790786743164
15,0.8147599697113037,1.1139676570892334,0.09373943507671356,0.39374488592147827,2.4162120819091797
16,0.3545328378677368,0.5580206513404846,0.11683779954910278,0.21686750650405884,1.2462587356567383
17,0.0,0.18646523356437683,0.29243263602256775,0.5234235525131226,1.002321481704712
18,0.38123366236686707,0.5438308715820312,0.21389806270599365,0.6323551535606384,1.7713178396224976
19,0.5059229731559753,0.5927917957305908,0.012316985987126827,0.26445522904396057,1.375486969947815
20,0.4293832778930664,0.6909444332122803,0.08829206228256226,0.27734991908073425,1.4859697818756104
21,0.6897755861282349,0.8431007862091064,0.09536285698413849,0.15876010060310364,1.7869993448257446
22,0.4520174264907837,0.7329131364822388,0.13559284806251526,0.3344881534576416,1.655011534690857
23,0.15320980548858643,0.28567424416542053,0.07225798815488815,0.19779957830905914,0.708941638469696
24,0.6154763698577881,0.7941742539405823,0.06796605885028839,0.34854739904403687,1.8261641263961792
25,0.37103402614593506,0.5717064738273621,0.0038511750753968954,0.1846715211868286,1.131263256072998
26,0.34919947385787964,0.590505063533783,0.037615712732076645,0.24519900977611542,1.2225191593170166
27,0.44656071066856384,0.7143924236297607,0.024297436699271202,0.34500136971473694,1.5302519798278809
28,0.6964186429977417,0.7080454230308533,0.058154888451099396,0.28701308369636536,1.7496320009231567
29,0.11758014559745789,0.23357510566711426,0.10449384152889252,0.4085882306098938,0.8642373085021973
30,1.1661901473999023,1.5073484182357788,0.10493411123752594,0.3594745397567749,3.1379475593566895
31,0.3892313838005066,0.556359052658081,0.049571868032217026,0.22573833167552948,1.2209006547927856
32,0.6448236107826233,0.818162202835083,0.0249338299036026,0.29107412695884705,1.7789937257766724
33,0.0,0.11842480301856995,0.12150133401155472,0.33430787920951843,0.5742340087890625
34,1.2240943908691406,1.5706579685211182,0.1505386233329773,0.3110752999782562,3.25636625289917
35,0.9439166784286499,1.068571925163269,0.13985197246074677,0.24787911772727966,2.400219678878784
36,0.4483252465724945,0.49183857440948486,0.006377527490258217,0.16348330676555634,1.1100246906280518
37,0.04747966676950455,0.09352071583271027,0.01130753569304943,0.21801115572452545,0.37031906843185425
38,0.5062530040740967,0.7597141861915588,0.14303037524223328,0.0513107106089592,1.4603081941604614
39,0.27953261137008667,0.40906453132629395,0.05121179670095444,0.25333285331726074,0.993141770362854
40,0.19693255424499512,0.33214423060417175,0.012729059904813766,0.14342175424098969,0.685227632522583
41,0.6742349863052368,0.7558358311653137,0.08658097684383392,0.1907760202884674,1.7074278593063354
42,0.2812185287475586,0.4553355574607849,0.15025702118873596,0.009699828922748566,0.8965109586715698
43,0.4860954284667969,0.5723893046379089,0.0454808808863163,0.18855760991573334,1.2925232648849487
44,0.6752736568450928,0.6585114598274231,0.35073983669281006,0.4492861330509186,2.1338109970092773
45,0.4998708665370941,0.6828811764717102,0.531877875328064,0.8211199641227722,2.535749912261963
46,0.508204460144043,0.727933406829834,0.07435357570648193,0.3306562304496765,1.6411477327346802
47,0.30333244800567627,0.37762451171875,0.37780508399009705,0.6388132572174072,1.697575330734253
48,1.0735206604003906,1.1354737281799316,0.08219759166240692,0.5526715517044067,2.8438634872436523
49,0.24950551986694336,0.4571352005004883,0.010769175365567207,0.2703331410884857,0.987743079662323
50,0.5604853630065918,0.7818590402603149,0.02967008389532566,0.16029103100299835,1.5323055982589722
51,0.2255828082561493,0.4185086786746979,0.012861806899309158,0.13102754950523376,0.787980854511261
52,0.07564304769039154,0.16024358570575714,0.04225095361471176,0.10094287991523743,0.37908047437667847
53,0.526358425617218,0.6825653910636902,0.39147427678108215,0.20218932628631592,1.8025873899459839
54,0.491555392742157,0.5769858956336975,0.07067213952541351,0.11349297314882278,1.2527064085006714
55,0.5771113634109497,1.0131192207336426,0.6173774003982544,2.0068657398223877,4.214473724365234
56,0.8458792567253113,0.7787083387374878,0.14589443802833557,0.21326960623264313,1.9837515354156494
57,1.0383555889129639,1.1669963598251343,0.14170777797698975,0.2930910289287567,2.640150547027588
58,0.8036253452301025,0.7282814383506775,0.016953492537140846,0.14612245559692383,1.6949827671051025
59,0.5944207906723022,0.44328773021698,0.03298866003751755,0.11711869388818741,1.1878159046173096
60,0.3797411620616913,0.7927437424659729,0.06677470356225967,0.1582639217376709,1.3975235223770142
61,0.33438387513160706,0.4690765142440796,0.03765217587351799,0.20111176371574402,1.0422242879867554
62,0.6811783313751221,0.7485296130180359,0.10262520611286163,0.14484497904777527,1.6771782636642456
63,0.43469879031181335,0.4242514371871948,0.05082477629184723,0.36276552081108093,1.27254056930542
64,0.4558830261230469,0.6376578211784363,0.011073539964854717,0.1688285917043686,1.2734431028366089
